itemId,account,category,strategy,catalogProductId,tierH,tierW,tierL,tierWg,catH,catW,catL,catWg,h,w,l,weightG,source,skipReason,title,status
"MLB3504817808","JOTABÊ AUTOPEÇAS","MLB428983","push-with-catalog-floor","MLB47393457","15","15","15","600","","20","20","","15","20","20","600","cat:MLB428983->SMALL+catFloor","","Maçaneta Interna Fiat Palio 98/12","ok"
"MLB3286164549","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","","Farol Hilux Esquerdo 2005 A 2008 Com Detalhe  Esquerdo","ok"
"MLB3284427919","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","","Farol Honda Fitl 2009/2011 Lado Direito Original Com Detalhe Direito","ok"
"MLB3456121196","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","","Farol Ford Ecosport 2006 Lado Direito Original Fom Detalhe Direito","ok"
"MLB3297019637","JOTABÊ AUTOPEÇAS","MLB192362","push-with-catalog-floor","MLB45659903","10","10","10","300","","","","","10","10","10","300","kw:TINY+catFloor","","Sensor Map Bosch 0261230235 Vw Saveiro Gol G5/g6 2013","ok"
"MLB3519529426","JOTABÊ AUTOPEÇAS","MLB192358","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192358->TINY","","Sonda Lambda Vw Jetta Audi 04c906262","ok"
"MLB3638638262","JOTABÊ AUTOPEÇAS","MLB428983","push-with-catalog-floor","MLB46100151","15","15","15","600","","","","","15","15","15","600","cat:MLB428983->SMALL+catFloor","Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width, seller_package_height] are too small for the product dimensions)","Esse Maçaneta Dianteira Renault Fluence Lado Esquerdo ","error"
"MLB3638553018","JOTABÊ AUTOPEÇAS","MLB428983","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB428983->SMALL","","Maçaneta Dianteira Esquerda Peugeot ","ok"
"MLB3299118949","JOTABÊ AUTOPEÇAS","MLB47110","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB47110->MEDIUM","","Coletor Admissão Fiat Argo/mobi/novo Uno","ok"
"MLB3525268890","JOTABÊ AUTOPEÇAS","MLB47131","push-with-catalog-floor","MLB45794210","25","25","25","2000","","","","","25","25","25","2000","cat:MLB47131->MEDIUM+catFloor","","Alternador Fiat Palio Strada Uno Sem Ar 1.0 8v Ms1214021690","ok"
"MLB3591633264","JOTABÊ AUTOPEÇAS","MLB428983","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB428983->SMALL","","Maçaneta Vw Dianteira Direita ","ok"
"MLB3317221095","JOTABÊ AUTOPEÇAS","MLB428983","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB428983->SMALL","","Maçaneta Fiat Strada Lado Direito","ok"
"MLB3298129251","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","","Farol Lado Direito Toyota Yaris Original Com Detalhe Direito","ok"
"MLB3546371048","JOTABÊ AUTOPEÇAS","MLB63788","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB63788->TINY","","Carcaça Válvula Termostatica 206 Clio Logan Sandero 1.0","ok"
"MLB3638796248","JOTABÊ AUTOPEÇAS","MLB428983","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB428983->SMALL","","Maçaneta Gm Chevette","ok"
"MLB3546610556","JOTABÊ AUTOPEÇAS","MLB194753","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Kit Embreagem Luk Renault Sandero 1.0 16v 2011","ok"
"MLB3546498368","JOTABÊ AUTOPEÇAS","MLB193934","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB193934->SMALL","","Polia Virabrequim Peugeot 206 1.0 036886 Original Cx662","ok"
"MLB3525057214","JOTABÊ AUTOPEÇAS","MLB192358","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192358->TINY","","Sonda Lambda Fiat Argo Cronos Uno Mobi 1.0 1.4 55266800","ok"
"MLB3333477939","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo Strada Adventure Usado Original","ok"
"MLB3347382975","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Direito Kia Cerato 2009/13 ","ok"
"MLB3688037772","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Honda Fit 2015/2018 Lado Direito Original ","ok"
"MLB3690092788","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Fiat Palio08/11 Lado Direito Original Usado ","ok"
"MLB3329902545","JOTABÊ AUTOPEÇAS","MLB22645","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB22645->LARGE","","Lanterna Traseira Esquerda Uno Vivace Com Detalhe  Esquerdo/motorista","ok"
"MLB3692063824","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Fiat Palio Dualogic Lado Direito Com Detalhe ","ok"
"MLB3348612243","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Honda Hrv 15/20 Direito Original Usado C Detalhe","ok"
"MLB3333681311","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Direito New Fiesta 2013 A 2019","ok"
"MLB3348631381","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Nissan Livina 09/12 Lado Direito Original Usado","ok"
"MLB3712874360","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Nissan Livina Lado Esquerdo Original Usado ","ok"
"MLB3345084877","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Sprinter Lado Esquerdo 97 A 01 Original Usado","ok"
"MLB3683756580","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo Ford Fusion 2010 A 2013","ok"
"MLB3345023807","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Gol G6 Lado Esquerdo Original Usado Com Detalhe","ok"
"MLB3715575688","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Fiat Palio Bbb Lado Direito Original Usado ","ok"
"MLB3333771165","JOTABÊ AUTOPEÇAS","MLB192358","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192358->TINY","","Sonda Lambda Pré Ford Ka 2014 Em Diante 0za713-d8","ok"
"MLB3333822839","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Direito Saveiro Robust ","ok"
"MLB3340402693","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Fiat Mobi Lado Esquerdo Original Usado ","ok"
"MLB3718358926","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Hyundai Santa Fé 07/10 Lado Direito Original Usado","ok"
"MLB3329453785","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Ford Fusion Lado Esquerdo 2006 A 2009","ok"
"MLB3329843771","JOTABÊ AUTOPEÇAS","MLB22645","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB22645->LARGE","","Lanterna Traseira Uno Vivace Lado Direito Com Detalhe  Direito/passageiro","ok"
"MLB3292861389","JOTABÊ AUTOPEÇAS","MLB190976","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB190976->MEDIUM","","Motor De Arranque Gol G6 9 Dentes ","ok"
"MLB3328048217","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo Santa Fé 07/10 Usado Original","ok"
"MLB3327816891","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Fiat Mobi Lado Esquerdo Original Usado ","ok"
"MLB3325900881","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo Captiva 2008/2016 Usado Original ","ok"
"MLB3292810517","JOTABÊ AUTOPEÇAS","MLB193934","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB193934->SMALL","","Polia Virabrequim Roda Fonica Palio Fire 1.4 55181230","ok"
"MLB3325518585","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Dianteiro Citroen C4 06/11lado Esquerdo Original","ok"
"MLB3655418870","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","","Farol Lado Esquerdo Toyota Hilux Sw4 Com Detalhe Esquerdo","ok"
"MLB3325817745","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo Scenic 1996 2000 Usado Original ","ok"
"MLB3328111151","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo Hb20 2012 A 2019 Usado Original","ok"
"MLB3655661008","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo Kia Cerato 2009/2013 Usado Original","ok"
"MLB3325869079","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo Vectra Usado Original ","ok"
"MLB3661639372","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo L200 Outdoor Usado Original ","ok"
"MLB3325512755","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Dianteiro Citroen C4 06/11lado Esquerdo Original","ok"
"MLB3665671850","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralma Gol G5 Lado Esquerdo Original ","ok"
"MLB3328126585","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Captiva Esquerdo Usado Original 2008/2016","ok"
"MLB3325768373","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo Livina 09/12 Usado Original ","ok"
"MLB3294258325","JOTABÊ AUTOPEÇAS","MLB192358","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192358->TINY","","Sonda Lambda Hyundai Kia 1.6 T Gdi 9025050040","ok"
"MLB3810923092","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Esquerda C4 Pallas 2008/14 Esquerda","ok"
"MLB3380613825","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Direita Golf Sapão Sportline 99 A 2013 Usado","ok"
"MLB3829244346","JOTABÊ AUTOPEÇAS","MLB192566","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192566->TINY","","Injetor Combustível Corsa 1.0 16 V 25319301","ok"
"MLB3377441447","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita Focus 2000 A 2008 Dianteira Direito","ok"
"MLB3379651287","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Palio/siena Bbb 2008/12 Direito Original Com Detalh","ok"
"MLB3810921612","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Esquerda C4 Pallas 2008/14 Traseira Esquerdo Prateado","ok"
"MLB3376126941","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita Punto Linea 2008 A 2018 Usado","ok"
"MLB3377566197","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Direita I30 2008 A 2013 Direita","ok"
"MLB3377486069","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita Bmw 528i 1995 Dianteira Direito","ok"
"MLB3819835750","JOTABÊ AUTOPEÇAS","MLB192362","push-with-catalog-floor","MLB45659903","10","10","10","300","","","","","10","10","10","300","kw:TINY+catFloor","","Sensor Map Saveiro Fox Gol Polo Voyage Golf 0261230235","ok"
"MLB3823127556","JOTABÊ AUTOPEÇAS","MLB277942","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB277942->MEDIUM","","Montante Dianteiro Lado Esquerdo Ford Ka 1.0 3cc 2014/18","ok"
"MLB3384902649","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Direita Polo Hatch 2003 A 2013 Traseira Esquerdo","ok"
"MLB3377555483","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita Golf Sapão Sportline 99 A 2013","ok"
"MLB3821076322","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Direita Citroen C3 2006/12 Direita","ok"
"MLB3801516012","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita Focus 2000 A 2007","ok"
"MLB3383613939","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Direita Fusion 2006 A 2012 Direita","ok"
"MLB3821068300","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita C4 Pallas 2007 A 2012 C Detalhe","ok"
"MLB3721585438","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Palio Intermediário Lado Direito Original C/detalhe","ok"
"MLB3778600718","JOTABÊ AUTOPEÇAS","MLB192358","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192358->TINY","","Sonda Lambda Ford Ranger 4.0 V6 F5wf-9f472-ba","ok"
"MLB3369859515","JOTABÊ AUTOPEÇAS","MLB192358","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192358->TINY","","Sonda Lambda Fiat Stilo Palio Idea  1.8 Original 0za532a13","ok"
"MLB3790015094","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita I30 2008 A 2013 Usada Original","ok"
"MLB3369574605","JOTABÊ AUTOPEÇAS","MLB47131","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB47131->MEDIUM","","Alternador Argo Cronos Uno Mobi 120 Amp 51984064","ok"
"MLB3793649322","JOTABÊ AUTOPEÇAS","MLB270299","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB270299->SMALL","","Pedal Suporte De Embreagem Ford Ka 1.0 2014/2020","ok"
"MLB3376209249","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Fiat Argo C/furo Lado Direito Original Usado ","ok"
"MLB3349498883","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Mitsubishi L200 Lado Direito Original Usado ","ok"
"MLB3798001582","JOTABÊ AUTOPEÇAS","MLB101763","push-with-catalog-floor","MLB66043543","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE+catFloor","Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width, seller_package_length, seller_package_weight] are too small for the product dimensions)","Porta Direita Corsa Classic 2p - Direita Direita","error"
"MLB3367141595","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Palio Zoião Lado Direito Original Usado C/detalhe","ok"
"MLB3722366414","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Civic 01/03 Lado Direito Original Usado","ok"
"MLB3367513701","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Captiva 08/16 Lado Esquerdo Original Usado","ok"
"MLB3721996198","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Livina 09/12 Lado Direito Original Usado","ok"
"MLB3369862705","JOTABÊ AUTOPEÇAS","MLB192358","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192358->TINY","","Sonda Lambda Ford Ecosport 2006  5s659f472","ok"
"MLB3373588899","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Esquerda Citroen C3 2003 A 2012 Usada Dianteira","ok"
"MLB3778974286","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo Mercedes Sprinter 95 A 2002","ok"
"MLB3363182075","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Ford Focus 01/07 Lado Esquerdo Original Com Detalhe","ok"
"MLB3721569196","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Fiat Uno Pitbull Direito Original Usado","ok"
"MLB3374826083","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Vw Gol G5 Lado Esquerdo Original Com Detalhes ","ok"
